,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
5%,0.0699,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
10%,0.042,0.035,0.035,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997
15%,0.0559,0.035,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997
20%,0.0559,0.035,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997
25%,0.042,0.035,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.021,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997
30%,0.0699,0.035,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.021,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.021,0.027999999999999997,0.027999999999999997,0.021,0.027999999999999997,0.021
35%,0.049,0.035,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.013999999999999999,0.027999999999999997,0.027999999999999997,0.021,0.027999999999999997
40%,0.042,0.035,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.013999999999999999,0.013999999999999999,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021
45%,0.042,0.035,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999
50%,0.042,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999
55%,0.042,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999
60%,0.042,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999
65%,0.042,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999
70%,0.042,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.013999999999999999,0.013999999999999999,0.021,0.013999999999999999,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999
75%,0.035,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999
80%,0.042,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.021,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.013999999999999999,0.013999999999999999
85%,0.042,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999
90%,0.042,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.013999999999999999,0.021,0.021,0.021,0.021,0.021
95%,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.021,0.021,0.021,0.013999999999999999,0.021,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021
100%,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.021,0.021,0.021,0.021,0.021,0.013999999999999999,0.021,0.021,0.013999999999999999,0.021,0.021
